filename,si_sdr_noisy,si_sdr_denoised,improvement
p257_056.wav,10.0946,19.3924,+9.2978
p257_057.wav,6.4340,19.7482,+13.3142
p257_058.wav,0.4213,17.6738,+17.2525
p257_059.wav,16.6810,21.2522,+4.5712
p257_060.wav,10.3968,18.1250,+7.7282
p257_061.wav,5.3178,13.9754,+8.6575
p257_062.wav,1.1356,15.4691,+14.3335
p257_063.wav,15.6216,18.4121,+2.7905
p257_064.wav,10.1838,18.1717,+7.9879
p257_065.wav,6.1116,14.0723,+7.9607
p257_066.wav,0.7351,16.1832,+15.4481
p257_067.wav,15.4662,19.4257,+3.9595
p257_068.wav,9.9345,17.2776,+7.3431
p257_069.wav,6.8429,11.9951,+5.1523
p257_070.wav,1.5877,7.7681,+6.1803
p257_071.wav,16.7238,19.5821,+2.8583
p257_072.wav,10.7107,15.3940,+4.6833
p257_073.wav,6.2367,16.5771,+10.3404
p257_074.wav,0.6386,9.7555,+9.1170
p257_075.wav,15.3386,22.7759,+7.4372
p257_076.wav,10.6500,19.8972,+9.2473
p257_077.wav,5.5804,17.9359,+12.3554
p257_078.wav,1.4147,17.9470,+16.5323
p257_079.wav,16.3604,20.2433,+3.8829
p257_080.wav,11.5299,18.9605,+7.4306
p257_081.wav,5.0343,15.9319,+10.8976
p257_082.wav,0.9576,15.0596,+14.1020
p257_083.wav,16.0537,19.9975,+3.9438
p257_084.wav,11.3513,19.2343,+7.8830
p257_085.wav,6.7005,17.1706,+10.4701
p257_086.wav,1.3486,15.3374,+13.9888
p257_087.wav,16.0730,19.5431,+3.4701
p257_088.wav,11.6413,17.5759,+5.9346
p257_089.wav,6.4571,15.3747,+8.9176
p257_090.wav,0.1928,8.3746,+8.1818
p257_091.wav,15.8179,19.7399,+3.9219
p257_092.wav,9.6330,15.0175,+5.3845
p257_093.wav,4.5803,13.6953,+9.1150
p257_094.wav,-0.6769,12.5592,+13.2361
p257_095.wav,16.5453,21.1410,+4.5958
p257_096.wav,10.2154,17.2006,+6.9852
p257_097.wav,5.9967,18.4896,+12.4929
p257_098.wav,-0.7279,16.8452,+17.5730
p257_099.wav,15.7976,20.9985,+5.2009
p257_100.wav,10.0994,18.0992,+7.9998
p257_101.wav,6.4318,17.2283,+10.7965
p257_102.wav,1.2148,14.8554,+13.6406
p257_103.wav,15.8704,21.4824,+5.6120
p257_104.wav,10.9399,17.9808,+7.0408
p257_105.wav,5.8357,16.9436,+11.1080
p257_106.wav,1.5174,16.1595,+14.6421
p257_107.wav,15.8157,19.3161,+3.5005
p257_108.wav,10.6917,16.8685,+6.1767
p257_109.wav,6.4898,15.0618,+8.5719
p257_110.wav,2.2555,12.2136,+9.9581
p257_111.wav,16.7142,18.8808,+2.1665
p257_112.wav,11.0137,16.5271,+5.5133
p257_113.wav,5.8171,13.9491,+8.1319
p257_114.wav,0.8387,10.2135,+9.3748
p257_115.wav,16.1302,21.0629,+4.9327
p257_116.wav,11.7423,19.7870,+8.0447
p257_117.wav,6.4615,17.2013,+10.7398
p257_118.wav,1.6734,19.0565,+17.3832
p257_119.wav,16.2363,19.1809,+2.9446
p257_120.wav,10.0216,16.3317,+6.3101
p257_121.wav,6.5577,16.4692,+9.9115
p257_122.wav,0.3547,14.2408,+13.8861
p257_123.wav,15.7019,21.3387,+5.6368
p257_124.wav,10.2634,17.0672,+6.8038
p257_125.wav,4.9073,14.1376,+9.2302
p257_126.wav,0.2501,15.5175,+15.2675
p257_127.wav,16.3455,21.2108,+4.8653
p257_128.wav,11.3094,17.1997,+5.8903
p257_129.wav,6.3713,14.5062,+8.1349
p257_130.wav,1.1726,9.4766,+8.3040
p257_131.wav,15.1956,19.6728,+4.4772
p257_132.wav,11.6830,18.9152,+7.2322
p257_133.wav,5.8005,15.8935,+10.0930
p257_135.wav,1.5774,11.7184,+10.1410
p257_136.wav,16.0258,20.8886,+4.8629
p257_137.wav,10.8744,18.3304,+7.4560
p257_138.wav,5.7326,18.5203,+12.7878
p257_139.wav,0.1359,17.6084,+17.4726
p257_140.wav,15.5117,18.4051,+2.8934
p257_141.wav,10.9337,20.0180,+9.0843
p257_142.wav,6.4644,16.6453,+10.1808
p257_143.wav,1.3034,14.6134,+13.3099
p257_144.wav,17.0701,19.1104,+2.0404
p257_145.wav,11.9952,16.6935,+4.6983
p257_146.wav,6.0729,13.2142,+7.1414
p257_147.wav,1.7254,13.0209,+11.2954
p257_148.wav,16.4518,19.0096,+2.5578
p257_149.wav,11.1879,17.5582,+6.3703
p257_150.wav,6.0223,14.7424,+8.7201
p257_151.wav,1.1431,8.3700,+7.2269
p257_152.wav,15.5912,19.6823,+4.0911
p257_153.wav,10.9469,16.4639,+5.5170
p257_154.wav,7.1825,13.3690,+6.1864
p257_155.wav,0.8059,8.7695,+7.9637
p257_156.wav,15.8884,21.5866,+5.6982
p257_157.wav,11.5473,20.3457,+8.7984
p257_158.wav,5.0050,18.0158,+13.0108
p257_159.wav,0.4702,15.6909,+15.2207
p257_160.wav,16.5459,19.6828,+3.1369
p257_161.wav,10.6453,16.9259,+6.2806
p257_162.wav,6.4714,15.2882,+8.8168
p257_163.wav,0.9776,16.3120,+15.3344
p257_164.wav,16.5406,21.7113,+5.1707
p257_165.wav,10.1423,19.1613,+9.0190
p257_166.wav,5.1997,17.9085,+12.7088
p257_167.wav,1.4306,13.5238,+12.0933
p257_168.wav,16.3804,20.7030,+4.3225
p257_169.wav,11.2703,17.3471,+6.0768
p257_170.wav,5.7305,17.2232,+11.4927
p257_171.wav,0.9960,11.6676,+10.6716
p257_172.wav,16.8736,19.7404,+2.8668
p257_173.wav,11.3512,17.5957,+6.2445
p257_174.wav,5.3758,18.3278,+12.9520
p257_175.wav,1.4408,11.7546,+10.3137
p257_176.wav,15.3234,20.7400,+5.4166
p257_177.wav,11.5970,20.7508,+9.1539
p257_178.wav,6.5758,19.0417,+12.4659
p257_179.wav,0.0661,18.2499,+18.1838
p257_180.wav,15.4364,17.9141,+2.4777
p257_181.wav,10.7471,18.7764,+8.0294
p257_182.wav,6.0198,19.0534,+13.0336
p257_183.wav,0.2816,15.3351,+15.0535
p257_184.wav,16.3830,21.7315,+5.3485
p257_185.wav,10.8556,17.8827,+7.0271
p257_186.wav,6.7525,17.5383,+10.7857
p257_187.wav,0.2623,16.0463,+15.7840
